,label,question
162,5,정신 선생 강박 치료 사람 최근 건강 관련 강박 사고 고생 경우 실명 얼마 에이즈 관련 강박 사고 병원 주사 간호 실수 주사기 사용 목욕탕 비치 면도기 발바닥 굳은살 제거 난적 에이즈 감염 생각 불안 보건소 검사 검사 이상 판정 생각 혈액 사람 검사 담당 선생 실수 등등 추가 검사 검사 이상 정상 판정 질문 내용 에이즈 검사 혈액 검사 복용 약물 성분 때문 검사 결과 정확 렉사 프로 수입 판매 한국 룬드 복용 렉사 프로 성분 에이즈 혈액 검사 결과 영향 서울 대학 병원 치료 지방 거주 전화 담당 선생 전화 연결 가능 예약 날짜 때문 제약 불안 지식 도움 요청
163,4,환청 정신 분열 안녕 저희 어머니 환청 정신 분열증 누가 소리 티비 혼자 무표정 하루 종일 강박 현상 약물 치료 약복 중단 계속 증상 원인 무엇
164,2,정신 진료 경찰 공무원 질문 경찰 준비 학생 공부 필기 합격 경험 조정 점수 제도 필기 합격 와중 나이 미래 불안 최근 불면증 운동 다크 피곤 숙면 음식 시간 불면증 스트레스 결국 정신과 수면제 처방 불면증 패턴 정신과 불면증 진료 기록 부분 경찰 공무원 준비 지장
165,3,트랜스젠더 정신 건강 의학 진료 나이 고등학교 학년 정체 대학교 학년 대학교 졸업 정신 진료 부모 동반 진료 나이 성전환 수술 진단 호르몬 치료
166,1,중독 학원 새벽 자요 시력 어깨 허리 피곤 영상 보고 방법 타지 주위 친구 주말 건강 걱정 중독 지식인 답변 내공 겁니다
167,1,성인 상담 정신과 사람 예전 우울증 병원 상담 병원 그인 홈페이지 성인 상담 정신과 심리 상담 센터 비용 평균 얼마 치료 상담 부담 부모 말씀 해결 수원 정신 의학 병원 심리 상담 센터 답변
168,1,고민 생각 스트레스 이게 영향 생리 매달 양도 예전 어디 정신 상담 성격
169,4,정신 기록 삭제 병원 병무청 신검 현역 건가요
170,1,이비인후과 수면제 처방 군대 훈련 소리 때문 돌발성 난청 진단 이명 군대 정신과 수면제 전역 어디 처방 이비인후과 수면제 처방 군대 진료 서류 필요
171,6,렌스 젠더 공익 근무 남성 여성 피부 다리 여성 렌스 젠더 성향 건지 판단 부탁 정확 답변 부탁
172,4,항우울제 약국 처방 안녕 여자 정신 병원 중독 병원 약국 항우울제 처방 생각 항우울제 종류
173,2,수면 시간 질문 하루 규칙 시간 정도 시간 정도 선잠 숙면 상태 오늘 동안 시간 정도 수면 시간 생활 당장 예전 상태 질문 수면 시간 생활 패턴 지속 장기 문제 생활 패턴 피곤 예전 계속 생활 패턴 유지 무리
174,3,병무청 정신과 입대 정신 상담 필요 조치 정신과 심리 상담 건가요 병무청 지정 병원 건데 치료 비용 정도 본인 사로 치료
175,1,정신 건강 의학 수술 대학 병원 수술 현황 정신 건강 학과 수술 정신 건강 학과 수술 신경과 신경 정신과 정신 건강 학과
176,6,자이레 부작용 체증 증가 이유 자이레 복용 체증 증가 체증 증가 건가요 체증 증가 건가요 자체 건가요 원리 체증 증가 체증 증가 방법 복용 언제 체증 증가 현상 체증 증가 운동 운동 운동 정도 걱정
177,5,불안 벤라팍신 중단 부작용 우울증 사회 공포증 복용 증세 완화 단계 마지막 벤라팍신 성분 소화 약이 규칙 어지럼증 구역 증상 한참 복용 증상 중단 일정 기간 중단 이상 기간 의사 선생 부작용 금단 현상 의사 선생 개인 사정 한동안 진료 상황 마지막 진료 이번 과정 중단 중단 판단 차후 의사 선생 당장 다음 업무 차질 판단 벤라팍신 성분 중단 부작용 일반 정도 지속
178,4,비행기 탑승 약품 관련 질문 우울증 불면증 때문 삼진 디아제팜 스틸 녹스 복용 세부 예정 약물 문제 질문
179,5,금연 금연 보조제 사용 금연 금연 보조제 금연 지금 금연 하루 정도 지금 금연 금연 얼마간 사용 상태 담배 냄새 욕구 상태 느낌 이번 성공 금연 정도 사용 금연 공부 집중 답변 금연 중요 금연 지식 부탁
180,2,게임 습관 스마트폰 게임 습관 게임 습관 방법 참고
181,5,생각 강박 사고 강박 생각 불안 때문 반복 생각 이것 제목 생각 강박 사고 사람 일종 부담 생각 분위기 도서관 소리 생각 생각 비상식 생각 생각 강박 사고
182,4,정신 이름 이름 모습 지름 정도
183,4,정신 약물 관리 안녕 직장 약품 관리 담당 정신 가루약 약품 아이 첫돌 퇴근 의복 약품 가루 성분 걱정 약품 성분 가루약 성분 아이 영향
184,3,알코올 중독 남자 시작 대학교 처음 무렵 주량 얼마 마음 정신 상태 정신 동기 주먹 하나 기억 주먹 정신 질환 강박 신경증 일종 대인 기피 증과 관련 고등학교 시작 세인 지금 통원 치료 정도 한동안 사건 계기 대학교 무렵 외지 원룸 옆집 소음 상태 옆집 사람 폭행 경찰서 원룸 원룸 소음 소음 맥주 처음 기분 소음 편안 이제 강박 신경증 대인 기피 극도 불안 상황 이완 생각 정신 증상 수업 맥주 수업 국가 고시 상황 국가 고시 외지 생활 부모 도서관 동안 국가 고시 준비 부모 예전 만취 강박 신경증 불안 이완 아침 도서관 맥주 예전 부모 동안 정도 생활 정도 계속 국가 고시 외지 공중 보건 생활 이때 예전 원룸 습관 시작 부모 폭음 근무 시간 이외 근무 시간 무렵 오후 즈음 갈망 만취 상태 필름 반복 후회 뭔가 생각 평소 질환 정신 의원 상담 뭔가 상호 영향 때문 복용 알콜 전문 의원 알콜 관련 치료 약도 알콜 구토 킬로 몸무게 킬로 부모 상황 보건 지소 부모 헬스 개인 트레이닝 권유 헬스 개인 피티 식단 관리도 아침 보건 지소 시외버스 출근 퇴근 반복 개월 동안 킬로 몸무게 피티 동안 일상 때문 생각 보건 지소 관사 생활 생각 킬로 몸무게 동안 보건 지소 관사 뭔가 생각 근무 시간 유투 브로 알코올 중독 영상 알코올 중독 영상 이때 처음 동안 단주 생각 동안 마음 조절 이틀 동안 알코올 중독 인터넷 사이버 상담 실과 네이버 지식인 질문 알코올 중독 중독 상담 정신 의원 개월 알코올 중독 누군가 사람 이야기 알코올 중독 수전증 구비 근무 시간 환각 알코올 중독 생각 정도 생각 유투 영상 자기 조절 능력 상실 상태 경각심 갈망 중독 증상 하나 정도 알코올 중독 대인 기피 강박 신경증 단체 모임 참가 질환 정신 의원 선생 약물 상호 작용 때문 알콜 질환 관련 복용 생각 가족 누나 중독 상황 부모 생활 간섭 걱정
185,4,증상 기면증 안녕 졸음 때문 대학생 졸음 공부 회사 입사 그땐 커피 비타민 음료 공부 공부 검사 학원 공부 걸까 생각 입사 스트레스 상황 사이 스페이스 반복 학원 종일 걸까요 검사
186,3, 시간 정도 수면 시간 정도 기록 일부분 기억 복용 디아제팜 절반 벤즈 절반 리스 절반
187,3,직장 생활 대인 관계 원래 대학교 시절 동기 여자 동기 고등학교 친구 정도 긴장 이번 처음 사회생활 직장 직원 언제 생각 중요 긴장 마음 직원 모습 창피 자신 사람 생각 찌질 복용
188,1,환청 자기 환청 주변 소리 설명 소리 이거 환청
189,1,기능 검사 대학 병원 정신 건강 학과 신경 안정 불안증 처방 치료 정도 상태 의사 선생 기능 검사 검사 무료 얘기 방사 때문 건지 기능 검사 건지 건지 건지
190,3,군대 정신 치료 기록 중학교 학년 정신과 치료 상담 반년 적응 가정 적응 치료 상담 군대 병무청 치료 기록 공익 판정 가능 가능 건가요
191,2,이름 정신과 처방 뭘까요
192,1,신경 안정 취업 불이익 내공 겁니다 전문가 가정사 신경 안정제 정도 당시 보험 진료 처방 기록 이거 취업 이익 의사 보건 복지 회사 사부 전문가 답변
193,4,수면제 스틸 녹스 취침 질문 내성 건가요
194,3,복용 우유 섭취 얼마 정신과 방문 에타 노란색 알약 토막 우유 약효 지장
195,2,정신 상담 직장 성격 조절 근대 조절 성격 분노 조절 정신 상담 어디 나중 기록 신상 이거 나중 기록
196,4,정신 사용 진단서 사용 진단서 병원 입원 필수 통원 치료 방법
197,4,트라 조돈 복용 미각 이상 새벽 트라 조돈 복용 복용 시간 정도 미각 이상 음식 단맛 전자 담배 담배 하나 부작용 언제 하루 종일 건지 답변 부탁
198,1,신경 정신 기록 질문 관련 현역 입대 조치 대기 사람 현역 일본 기업 취업 신경 정신과 기록 차후 일본 취업 일본 민시 신경 정신 기록 이익 충만 병무청 정신 통원 진료 기록 병역 처분 군대 문제 하나 때문 인생 진로 제동 군대 복무 앞날 정신 기록 신경 정신과 치료 경우 차후 일본 취업 해외 이민 이익 이것 때문
199,4,정신 최고 위자 이시형 박사 강박 증이 군데 치료 소용 국내 최고 위자 이시형 박사 상담 어디 감사
200,5,정신 방문 이전 내과 먼저 안녕 이유 심장 박동 증가 숨쉬기 곤란 수전증 우울 기분 증상 반복 며칠 정신 진료 지식인 질문 정신 방문 이전 내과 방문 검사 권유 대학 병원 동네 병원 검사 가능 검사 검사 비용 얼마 정도 도움 답변 채택
201,2,정신 처방 기록 답변 부탁 우울증 처방 간호학 인데 정신 상담 기록 병원 취업 이익 정신 상담 보험 가입 사실
202,2,처방 우울증 프로작 처방 프로작 처방전 구매 병원 정신 처음 의사 처방
203,1,숙면 수면 구역 지정 공간 침실 일상 생활 구분 조언 기숙사 상황 수면 구역 침대 방식 숙면 도움
204,2,정신과 수면 도움 알약 뭔지
205,2,정신 질환 면제 우울증 정신 질환 관련 입원 제도 정도 기간 동안 입원 면제 가능 대상 포함 신검 현역 가능 가요 가능 관련 증빙 서류 신청 방법 기준 설명 부탁
206,3,환청 취업 스트레스 상태 걱정 불안 생각 목소리 반복 머릿속 이게 환청 기분 불안
207,4, 정신 약물 초점 눈동자 정신 약물 부작용 간질 발작
208,1,정신 학과 본격 치료 질문 지식인 피드백 병원 근처 정신 학과 초진 문제 질문 답변 진행 정도 진료비 의사 특정 의심 상황 말씀 향후 치료 과정 설명 검사 문제 파악 치료 방향 잡음 상담 치료 개월 개월 환자 동의 약물 치료 진행 말씀 질문 계기 치료비 말씀 가격 검사 상담 개월 검사 상담 개월 검사 부담 검사 생각 가격 결정 정신 치료 가치 효과 최종 질문 의견
209,5,두통 신정 수면제 복용 어제 아침 두통 하루 종일 머리 머리 부작용 스트레스 때문
210,2,정신 치료 입대 청년 입대 예상 입영 날짜 재가 우울증 증세 병원 형편 요즘 자살 생각 경향 정신과 정신 도중 입영 영장 연기 필요 서류 무엇 상태 입대 자신
211,1,병원 안녕 어디 증상 병원 입원 면회 장례식장 주사 장면 주사 이명 지난번 긴장 화장실 설사 지난주 보호자 응급실 시간 가량 증상 느낌 걸까요 이것 병명 건가요
212,4,불안 증후군 파민 복용 불안 증후군 숙면 고생 얼마 병원 파민 처방 꿀잠 남성 병원 증상 호전 하루 혈압 복용 소량 도파민 복용 때문 장기간 복용 문제 평생 생각 얼마 수면제 부작용 불안 걱정 장기간 복용 중단 부작용 증상 완화 민간 요법
213,5,불안 증후군 반년 시간 다리 다리 시간 오늘 이것 때문 스트레스 치료 어디 하나 정형외과 수면 다윈 검사 비용 부담 방법 방법
214,4,조울증 복용 안녕 조울증 조울증 자기 야간 야간 야간 아침 그게 방안
215,2,정신 진료 기록 정신 상담 건데 정신 기록
216,2,정신 기록 정상 소견 정신 건강 학과 진료 생각 정부 정신과 려고 일반 정신 상담 정신과 코드 단순 진료 코드 나중 누가 그걸 기록 조회 일반 진료 건가요 홍보 복사
217,5,정신 부트 부트 반감기 커피 우유 정도
218,5,담배 금단 증상 담배 금단 증상 한갑 주일 정도 짜증 담배 욕구
219,4,알프라졸람 정도 효과 정신 증상 때문 알프라졸람 처방 정도 효과
220,2,불안 우울 피곤 정신 상담 치료 문의 프로그램 개발 직업 스트레스 강도 야근 운동 불안 우울 자체 혼자 여행도 주일 운동 시도 결국 그달 지출 비용 순간 결국 후회 자리 생활 패턴 미래 불안 불안 공부 결론 불안 공부 마음 불안 불안 악순환 순간 후회 집중 퇴근 불안 인터넷 다음 피곤 불안 우울 상태 불안 상태 정신 상담 치료 도움 비용 걱정 의료 보험 비용
221,4,아버지 발음 정확 저희 아버지 발음 정확 연세 세이 어디 불편 어디 검사
222,3,군대 징병검사 신체 검사 관련 정신 질환 질문 조울증 정도 입원 개월 정도 처방 이상 처방 완치 가능 의사 선생 말씀 공익 현역
223,3,이거 증상 군인 생활 근래 아침 심장 때문 불안감 불안감 심장 그것 때문 박자 증상 주간 동안 계속 일과 생각 증상 증상 증상
224,1,교대 대중 남자 교대근무 한지 이틀 근무 야간 근무 교대 대중 남자 교대근무 한지 이틀 근무 야간 근무 지경 사람 이틀 출근 첫날 그날 오후 출근 압박감 때문 둘째 퇴근 새벽 가면 이것 상관 시간 정도 아침 차이 수면제 처방 머리 하나
